House area,Storeys,Yard Area,Water supply,Electricity,House Material,House Condition,Number of Bedrooms,Land Category,Ground Status,Bathroom,Sewerage,Heating,Gas,Cellar,Terrace,Garage,Bath,Security,Swimming pool,Year Built,Class,Price
400.0,2.0,6.0,Central,Yes,Monolithic,Needs repairs,,Lands of populated areas,Individual housing construction,1 at home,Central,No,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,,Other,23000000.0
350.0,3.0,25.0,Central,Yes,Gas concrete block,Can live,5.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2010.0,Other,38000000.0
610.0,3.0,15.0,Yes,Yes,Monolithic,Not specified,7.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2018.0,Other,42700000.0
240.0,,5.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,0.0,1.0,2023.0,Other,22300000.0
250.0,,8.0,Central,Yes,Monolithic,Can live,,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,0.0,1.0,1.0,,Other,28000000.0
180.0,2.0,9.0,Central,Yes,Gas concrete block,Not specified,4.0,Not specified,Individual housing construction,3 at home,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,1.0,1.0,2020.0,Other,17000000.0
46.5,1.0,10.0,Central,Yes,Gas concrete block,Needs repairs,2.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,1.0,1.0,2023.0,Other,7440000.0
300.0,4.0,10.0,Central,Yes,Monolithic,Can live,6.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Other,32000000.0
249.2,,4.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Business,130004000.0
230.0,2.0,10.0,Central,Yes,Brick,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,31000000.0
240.0,2.0,8.0,Central,Yes,Block,Not specified,5.0,Not specified,Personal subsidiary economy,3 at home,Septic,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,0.0,1.0,2016.0,Other,74000000.0
217.0,2.0,6.0,Central,Yes,Monolithic,Needs repairs,,Lands of populated areas,Individual housing construction,3 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,1.0,,Other,24000000.0
92.0,,1.0,Central,Yes,Wood,Can live,1.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,,Other,18000000.0
320.0,2.0,8.0,Central,Yes,Monolithic,Not specified,,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2020.0,Other,21000000.0
250.0,2.0,29.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2018.0,Other,24000000.0
220.0,2.0,11.0,Central,Yes,Wood,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,32000000.0
300.0,3.0,4.3,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,28000000.0
340.0,3.0,7.5,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,28000000.0
450.0,2.0,15.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2019.0,Other,35000000.0
157.0,2.0,4.0,Central,Yes,Other,Not specified,,Not specified,Individual housing construction,1 at home,No,No,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,,Other,40000000.0
211.6,3.0,3.5,Yes,Yes,Block,Not specified,9.0,Not specified,Individual housing construction,1 at home,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,20650000.0
260.0,2.0,12.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,1.0,1.0,,Other,29000000.0
360.0,2.0,4.59,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Elite,85000000.0
156.0,2.0,5.3,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,2 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2022.0,Other,30000000.0
270.0,3.0,5.7,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,148500000.0
300.0,2.0,5.0,No,Yes,Other,Not specified,,Not specified,Not specified,Not specified,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,11300000.0
215.0,2.0,4.7,Central,Yes,Gas concrete block,Can live,2.0,Lands of populated areas,Individual housing construction,2 at home,Central,No,No,1.0,1.0,1.0,1.0,0.0,0.0,,Other,34900000.0
180.0,2.0,12.0,Central,Yes,Brick,Can live,5.0,Not specified,Individual housing construction,2 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,0.0,1.0,,Other,22000000.0
400.0,3.0,16.0,Central,Yes,Monolithic,Can live,8.0,Lands of populated areas,Individual housing construction,Not specified,No,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2007.0,Other,198000000.0
230.0,2.0,7.0,Yes,Yes,Wood,Not specified,3.0,Not specified,Individual housing construction,In the house,Yes,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2020.0,Other,29900000.0
262.0,3.0,6.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,1 at home,Septic,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,0.0,0.0,2018.0,Other,30000000.0
500.0,3.0,5.2,Central,Yes,Monolithic,Needs repairs,,Not specified,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,34000000.0
200.0,2.0,6.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,0.0,1.0,0.0,1.0,2021.0,Other,18000000.0
125.0,2.0,3.0,Central,Yes,Monolithic,Needs repairs,5.0,Not specified,Gardening,In the house,Septic,Electric,No,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,Other,19999999.0
249.2,,4.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Business,150000000.0
120.0,1.0,5.0,Central,Yes,Other,Can live,3.0,Not specified,Gardening,1 at home,Septic,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,0.0,0.0,2019.0,Other,26500000.0
380.0,2.0,10.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,43000000.0
300.0,2.0,15.0,Central,Yes,Monolithic,Can live,,Other,Individual housing construction,2 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,40000000.0
253.0,2.0,8.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,25000000.0
95.4,3.0,5.0,Well,Yes,Frame,Can live,3.0,Other,Gardening,In the house,Septic,Autonomous gas,Magistralny along the border,0.0,1.0,1.0,0.0,0.0,0.0,2018.0,Other,8600000.0
195.0,2.0,6.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Other,24000000.0
360.0,2.0,8.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,3 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2018.0,Other,27900000.0
275.7,3.0,7.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,21000000.0
160.0,3.0,5.3,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,0.0,1.0,2022.0,Other,35000000.0
144.4,2.0,6.0,Central,Yes,Monolithic,Can live,,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,0.0,0.0,,Other,20000000.0
240.0,2.0,12.0,Central,Yes,Brick,Can live,,Not specified,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,16300000.0
380.0,2.0,10.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,30000000.0
280.0,2.0,9.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2014.0,Other,27900000.0
296.0,2.0,9.8,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2023.0,Other,22650000.0
210.0,2.0,6.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2020.0,Other,16800000.0
170.0,3.0,5.0,Well,Yes,Frame,Can live,,Not specified,Individual housing construction,1 at home,Septic,Central gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,,Other,17000000.0
450.0,2.0,12.0,Central,Yes,Monolithic,Not specified,,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,0.0,1.0,2020.0,Other,25000000.0
197.6,3.0,5.02,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Gardening,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,0.0,0.0,2009.0,Other,35000000.0
480.0,2.0,12.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,36000000.0
100.0,2.0,3.0,Central,Yes,Monolithic,Can live,2.0,Lands of populated areas,Personal subsidiary economy,2 at home,Central,Autonomous gas,Magistralny along the border,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,Other,12000000.0
286.0,2.0,12.0,Central,Yes,Monolithic,Can live,5.0,Not specified,Individual housing construction,In the house,Central,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,22000000.0
550.0,3.0,6.2,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,302500000.0
250.0,,7.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,0.0,1.0,,Other,26000000.0
1000.0,2.0,50.0,Central,Yes,Monolithic,Can live,6.0,Lands of populated areas,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,100000000.0
230.0,2.0,6.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2019.0,Other,21850000.0
280.0,2.0,8.0,Central,Yes,Monolithic,Not specified,5.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2019.0,Other,29000000.0
160.2,1.0,10.0,Central,Yes,Monolithic,Can live,3.0,Not specified,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,1.0,0.0,2021.0,Other,26500000.0
279.0,3.0,8.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,No,1.0,1.0,1.0,1.0,1.0,1.0,2019.0,Other,27000000.0
228.0,2.0,6.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,72000000.0
460.0,2.0,22.0,Central,Yes,Monolithic,Not specified,5.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2020.0,Other,27000000.0
370.0,3.0,15.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,0.0,0.0,2019.0,Other,37000000.0
300.0,3.0,15.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,22000000.0
360.0,2.0,4.53,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Elite,120000000.0
440.0,2.0,10.0,Central,Yes,Monolithic,Not specified,6.0,Not specified,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,19500000.0
320.0,2.0,9.0,Central,Yes,Monolithic,Not specified,,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2021.0,Other,29000000.0
141.0,,5.0,Central,Yes,Other,Not specified,,Lands of populated areas,Individual housing construction,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,19500000.0
280.0,2.0,10.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,1.0,1.0,,Other,36000000.0
150.0,2.0,2.65,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,2 at home,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,1.0,0.0,2020.0,Other,30000000.0
82.5,2.0,7.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,13000000.0
210.0,3.0,7.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,28500000.0
240.0,2.0,4.0,Central,Yes,Monolithic,Needs repairs,,Lands of populated areas,Individual housing construction,1 at home,Septic,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,,Other,29500000.0
240.0,2.0,8.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,25000000.0
150.0,2.0,6.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,3 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,0.0,0.0,1.0,2020.0,Other,18000000.0
250.0,2.0,11.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,2 at home,Central,Central gas,Mainline in the house or on the plot,1.0,0.0,1.0,1.0,1.0,1.0,2021.0,Other,40000000.0
600.0,2.0,8.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,120000000.0
320.0,2.0,10.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,22000000.0
1000.0,3.0,25.0,Central,Yes,Monolithic,Not specified,6.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2017.0,Other,29900000.0
250.0,2.0,10.0,Central,Yes,Monolithic,Not specified,3.0,Not specified,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,0.0,1.0,0.0,0.0,,Other,29100000.0
190.0,2.0,16.2,Central,Yes,Wood,Not specified,,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,,Other,25000000.0
302.0,3.0,6.0,Central,Yes,Monolithic,Can live,6.0,Lands of populated areas,Individual housing construction,5 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,36000000.0
250.0,,3.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,20000000.0
80.0,2.0,2.0,Central,Yes,Monolithic,Needs repairs,2.0,Lands of populated areas,Individual housing construction,1 at home,Septic,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,Other,17500000.0
550.0,3.0,15.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,1.0,,Other,40000000.0
297.0,3.0,7.3,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Septic,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,0.0,0.0,2024.0,Other,130000000.0
320.0,2.0,7.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,20000000.0
270.0,2.0,8.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,3 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,32800000.0
250.0,2.0,10.0,Central,Yes,Monolithic,Can live,,Lands of populated areas,Individual housing construction,Not specified,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,17850000.0
150.0,2.0,3.0,No,Yes,Monolithic,Not specified,3.0,Not specified,Individual housing construction,In the house,No,Autonomous gas,No,0.0,0.0,0.0,0.0,1.0,0.0,2019.0,Other,18500000.0
200.0,2.0,4.2,No,Yes,Monolithic,Not specified,,Not specified,Not specified,Not specified,Yes,Central gas,Yes,0.0,0.0,0.0,0.0,1.0,1.0,,Other,44000000.0
